-0.713982,-0.888427,-0.1521,-0.0774939,-0.757679,-1.00599,-1.214,-0.344456,-0.524173,-0.776991,-0.012605,-1.59646,0.152462,-0.171091,-0.536355,-0.902112,-1.00102,-0.7277,-0.824929,-1.22855,-0.267641,-1.10797,-1.10246,-0.571518,-1.36219
-2.12459,-1.54014,-0.828473,-1.34201,-1.01083,-2.09715,-1.98425,-1.10029,-1.33723,-0.744502,-1.07067,-1.939,-1.15223,-0.958017,-1.75135,-1.79323,-0.948684,-0.73249,-2.12115,-2.1248,-1.02511,-1.46772,-1.44004,-0.756565,-1.66316
-0.253444,1.38259,-0.964289,-0.742474,-0.900102,1.56093,-0.433712,0.435477,0.494355,0.0214502,-0.710552,0.169295,-0.161991,-0.99611,-0.343769,-0.442139,-1.5961,0.705277,0.115514,-0.257012,-1.33576,1.42796,1.40451,0.439328,1.04134
-0.43959,-1.03547,-0.57273,-0.243423,-0.513218,-0.938685,-0.200206,-0.191272,-0.734004,-0.147776,-1.03102,-0.654217,-1.28072,-0.330306,0.23496,0.207017,0.395581,-0.476626,-0.416311,-0.289984,-0.408985,0.401237,0.0249041,-0.664217,-0.0506696
-0.490913,-1.8056,-0.750783,-1.53018,0.989088,-2.03082,-0.349531,-1.41687,-2.33486,-0.616166,-1.11047,0.065488,-1.6558,-0.925636,-1.33216,0.114864,0.778803,-0.061565,-1.42865,0.338461,-0.053493,0.30112,-0.17538,-0.390176,-0.00777231
-2.70066,-1.81983,-0.924224,-0.78255,-1.96662,-2.41662,-2.63888,-0.467768,-1.76073,-1.03827,-0.824928,-3.18984,-0.741542,-0.890708,-1.48998,-2.69218,-2.49138,-0.85042,-2.5265,-3.20881,-1.2846,-1.81229,-1.77479,-0.647977,-2.69009
-0.681379,-1.17093,-0.290734,-0.439719,0.270221,-1.07943,0.0775907,-0.539551,-0.284289,0.106795,-1.07062,-0.186392,-1.70335,-0.239147,0.130894,1.10288,0.987849,-0.900393,-0.0735228,0.168679,-0.108075,0.096659,-0.425182,-0.943106,0.199778
-1.22055,-1.14393,0.0226826,-1.18706,1.37302,-1.50302,-0.343445,-0.813809,-0.355533,0.848288,-0.630383,-0.0555941,-1.24054,-0.652682,-1.15645,0.852142,-0.146773,-0.58496,-0.335903,0.0185546,0.195839,-0.682457,-1.31498,-0.609744,-0.360344
-3.25586,-0.981318,-2.2069,-2.28908,-1.70901,-1.42831,-2.72118,-0.55831,-1.45499,-0.712064,-2.45213,-2.45802,-2.35508,-2.19712,-2.39545,-2.34556,-2.61608,-0.343615,-2.63971,-3.0773,-2.64987,-0.380952,-0.416437,-0.50733,-1.29761
-0.737319,-0.681242,0.383074,0.326271,-0.68361,-1.09093,-1.20205,0.0589966,-0.465823,-0.44437,0.475288,-1.47077,0.720394,0.0376569,-0.392436,-1.27623,-1.56912,-0.488778,-0.770897,-1.39871,0.0527932,-1.65208,-1.73771,-0.271523,-1.90516
-2.31377,-0.800069,-1.688,-1.65671,-1.45045,-0.734275,-1.77445,-1.0418,-0.83242,-0.634232,-1.87034,-1.4185,-1.81715,-1.58897,-1.45689,-1.26893,-1.71687,-0.973067,-1.74593,-2.03859,-2.15413,0.650103,0.530699,-1.1088,-0.136203
-0.578162,-0.795846,0.343018,0.251728,-0.874102,-1.2099,-0.854597,-0.197137,-1.18549,-1.08011,0.295013,-1.18948,0.449904,0.205629,-0.485534,-1.25869,-0.524419,-0.258543,-1.22599,-1.07748,0.170624,-1.45237,-1.16818,-0.152425,-1.47826
-1.10837,-0.830753,-0.248839,-0.149854,-1.52628,-1.17846,-1.33161,-0.491858,-1.13687,-0.948923,-0.0530623,-1.4783,0.100004,-0.21553,-0.457954,-1.69588,-1.43614,-0.574205,-1.47663,-1.71885,-0.587425,-0.78062,-0.727513,-0.329022,-1.20075
-0.331356,-0.6645,0.407308,0.0338586,-0.412015,-1.11196,-0.7674,-0.551268,-0.528614,0.488148,0.509181,-0.195651,0.52888,-0.0288008,-0.377312,-0.881739,-0.953696,-0.0783243,-0.401792,-0.718492,0.252961,-0.674903,-1.15673,-0.212751,-0.596783
-0.416107,-1.53484,0.255462,0.0910198,-0.659652,-2.26981,-0.165225,-0.357124,-1.90344,-0.0982972,-0.225072,-0.702981,-0.457815,0.31063,-0.193695,-1.01055,0.579083,-0.0172414,-1.3857,-0.606126,0.333502,-0.627698,-0.799972,-0.348574,-0.926574
-0.751386,0.859115,-1.46434,-1.34974,-1.55131,1.29923,-0.813857,-1.09349,-0.362356,-0.522549,-1.2146,0.615117,-0.669853,-1.51988,-1.20732,-0.986315,-1.25077,0.0728946,-0.734799,-0.47973,-1.8812,1.9569,2.20405,-0.385337,1.80569
-0.859908,1.17962,-1.98062,-1.90257,-1.50885,1.52891,-1.0063,-0.735667,-0.603894,-0.758928,-1.70879,0.722453,-1.0287,-2.14936,-1.57879,-1.13475,-1.73431,0.799791,-1.00706,-0.473471,-2.19216,2.20524,2.40784,0.28162,1.86692
-2.20076,-1.70195,-0.649575,-1.53781,-0.0246128,-2.20828,-1.42912,-0.876444,-1.21065,0.208607,-1.29961,-1.22199,-1.43639,-1.3402,-2.06055,-1.02085,-1.3157,-0.390541,-1.77235,-1.50581,-0.726595,-1.17607,-1.56147,-0.625937,-1.45282
-0.197141,-0.531287,0.840166,0.370073,-0.549838,-1.26885,-0.928798,-0.125964,-0.960452,0.18764,0.952341,-0.420333,1.08437,0.417659,-0.246971,-1.80253,-1.13756,0.365043,-0.790822,-1.04918,0.39373,-1.1465,-1.35306,0.256462,-1.21594
-1.23801,-0.0917071,-1.4547,-1.40925,-1.16853,-0.0276047,-1.5457,-0.665079,-0.875049,-0.904161,-1.25403,-0.494026,-0.96706,-1.46349,-1.16925,-1.33945,-1.7341,0.0287746,-1.29073,-1.26204,-1.61147,0.756101,0.70121,-0.0975594,0.179232
