"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",-0.0104997739260287,0.153789354186032,0.966994163934377,-0.248318272759504,1.31842204204035,1.13613177743058,-0.340369892342824,0.262032759122973,0.518341080033647,-0.128820730889064,0.800887217107577,-1.45025210752391,-0.171504779928638,0.920795223169973,-0.310477372197673,0.639688900605933,-0.785512550227859,0.0131297524575257,0.379604934236343,0.812030441711759,1.14069380247097,-1.40560933503002,-1.29941907195367,-0.105775426276324,-1.47047588964544
"2",-1.0762600242106,-0.888944834885341,-0.798497587734866,-0.990650679697917,-0.970350041945241,-1.26137972864603,-1.07752707734113,-0.806080357103173,-1.33674316559415,-0.985483248099615,-0.904282975730177,-0.502214391947232,-0.55174647967307,-0.717485799676615,-1.03971506474797,-1.33805332739902,-0.926093588215807,-0.542016399338553,-1.33764613669023,-1.17582521361808,-0.837184926158616,-0.328480223777499,-0.408977289103719,-0.282540186570546,-0.61925358582207
"3",-1.76540341269707,-1.24435433191026,-0.845413043541344,-1.76413569622116,-0.582907336271698,-1.247293674683,-1.58445190518521,-0.70155368136689,-1.2394753486032,-0.746741163527887,-1.1252214774677,-1.60176434236596,-1.33287435454425,-0.586613288256344,-1.54855106207672,-1.55532150571045,-1.6786379047756,-0.628042059622431,-1.53430554493702,-1.43826092073595,-0.770365907088245,-1.40527171008062,-1.40715679180012,-0.46291978911964,-1.65500601500044
"4",-0.516642247123685,-0.356828605076313,0.374666413730692,-0.592240068881893,0.411064129628738,0.0344707380343401,-0.694289775307184,-0.224833591164657,-0.363052492381513,-0.513921353083753,0.525559073133548,-1.04031835510062,0.186427060559117,0.57655019429315,-0.717846129423586,-0.507330366040047,-0.693334147965219,-0.1829472242694,-0.315182408137875,-0.0940633681333038,0.505978688525004,-1.2267604286982,-1.30651209649807,-0.238820088758713,-1.34713574930696
"5",1.27895419721952,-0.0667123322801207,-0.104703587694025,1.18805434587409,-0.433350341552387,0.177463791103884,1.39157529552147,-0.408070849507833,-0.232247866096817,-0.158268382127941,0.860421472911574,1.46579947014331,1.07530212892282,0.172960231394503,1.52988163011917,0.864109740647085,1.15113135045234,0.113439566985821,0.812838277319258,0.813991373911087,0.246916404216564,1.5738517537143,1.58763096491195,0.213746533874661,1.42920718470931
"6",0.614731122881967,-0.342998038758047,-0.623736290111208,0.38307769501528,-0.846093863465343,-0.540475527961821,0.399132686180158,-0.573075134970738,-0.809374746927996,-0.738500623620259,0.0431655693326521,1.03741708179342,0.603998496626558,-0.546184898920085,0.630630852122046,0.134232594655259,0.550376263588244,-0.0173940565828904,-0.0757064104096545,0.188954970392418,-0.202052565887336,1.18517421382375,1.13340702290281,0.209432320530595,1.02033117537973
"7",0.679910749172783,0.265180786819608,0.393025751267964,0.948928873604972,0.251382910320348,0.52772339431675,0.923477391395001,0.217612974590427,0.99030261813223,1.08958948242082,0.474207812650297,0.871548095974626,0.562646701166858,0.570970993292916,0.907722584653946,0.554732228906128,0.95227569294414,-0.247542562181094,0.930684354411894,0.309258876493329,0.0250605710308227,0.786935029728545,0.777868639724652,-0.400906605952316,0.998330750955048
"8",-0.61913565333077,0.531581998375637,0.715002341725583,-0.344846159136151,0.907930754051671,0.264552889173378,-0.397405598523201,0.840649948230624,0.843638140159858,1.37336966486114,-0.0329007088998026,-0.815574034966619,-0.341531045308843,0.724718228815454,-0.627915348970742,-0.486536936988758,-0.362373398146482,0.192523609408986,0.106174800637103,-0.29004208108071,0.311804168861862,-1.25382317892301,-1.17734955596272,-0.0356177333352565,-0.819950057208935
"9",-0.640476867939126,0.415793777566774,0.285062582115527,-0.232930315068675,0.760853382257753,1.00219617400161,-0.394953596198293,0.669973270898927,0.929876421206314,1.50605872939677,-0.457135648862377,-0.99546229671467,-1.50068220292438,0.481509476757744,-0.609467278285381,-0.119178638672385,-0.885807916950474,-0.0751295967414901,0.231231387845616,-0.221080246507393,-0.219600754304715,-0.873691770688142,-0.848879996336664,-0.172449943401978,-1.02633449410849
"10",0.13236409659253,0.0583845697696603,0.788882928740466,0.0650347897900061,0.971957000052756,0.30362603901736,-0.29454943156056,0.188886940434675,0.124436796319685,-0.453738125161099,0.589291561320055,-0.581324167656988,0.879698081250135,0.436459510473229,-0.193516033769799,0.280851740254502,-0.0340850641566336,0.409561261094386,0.0553886999764019,0.664087410962353,1.19628293466626,-0.826674858142002,-0.863116740045985,-0.066800450156718,-0.628229091048099
"11",-1.55164669489614,-0.599989387757871,-0.75161012582865,-1.29650752785132,-1.04916523547526,-1.20328822757777,-1.34488061745282,-0.617288964774079,-0.98262621153954,-0.906387162472169,-1.16678397805201,-0.947076811779113,-1.0049508458686,-1.01676968537654,-1.5555510641756,-1.68888108116578,-1.24526778766875,-0.795940191568837,-1.39980609153595,-1.68405017422156,-1.33261129454227,-0.585602727854753,-0.674543254082262,-0.530334716225944,-0.995556860514142
"12",0.515138788029842,-0.264483175779177,-1.09714825493532,0.131822669805386,-1.24791405085936,-0.696036652297488,0.534206031476148,-0.478257563793269,-0.45692099829741,-0.450212702125652,-0.983741046215596,1.56092524914097,0.0910288455007717,-1.49933726322995,0.666072817910956,-0.0336199300515467,1.13360110043292,0.230964331983235,-0.203084647932866,-0.189261616731821,-0.664218441278847,1.5871721132256,1.60064258825269,0.123671299502016,1.48604509334952
"13",-0.921080494433324,-0.221433284530997,-0.729147348044633,-0.850369763076109,-0.919147452816634,-1.05880241508691,-1.03550188971151,-0.297178179518198,-0.825361499025049,-0.754425057697403,-0.927385113239331,-0.330031810451895,-0.417415989104028,-0.980996181647059,-1.11320510708644,-1.12853984774255,-0.654265024194509,-0.29644480361012,-1.04625669847706,-1.09193453025758,-0.960224907586177,-0.12330712181184,-0.257590431200214,-0.0136585071104357,-0.281847645970806
"14",0.693615810430814,-0.267172759172955,-0.486309533527768,0.913237099034377,-0.708057911483212,-0.333662996812362,1.1648610286643,-0.296624094859476,-0.164798946284344,0.345299551612762,-0.0893752360193406,1.49684717450798,0.238965207982101,-0.219623994207787,1.30645182809079,0.244752680243252,0.971122207470788,-0.0119104730257966,0.316060918618247,0.0400529436040504,-0.431788394009225,1.61774299774473,1.71894063452587,-0.0437468535239923,1.55657586576322
"15",1.30059552266034,-0.255244401631238,-0.918817734128761,0.808252428080858,-0.531441625590204,0.228667044392796,1.50588124723961,0.0679290635113468,0.506569041668715,0.911069918420954,-0.409460806568715,1.94814974316403,-0.091314975967871,-0.398491512840919,1.87509150928584,1.24656527252597,1.70160912184452,0.495128728780117,0.861414345467291,0.755592809141631,-0.134875907101536,1.86474994167255,1.980366537537,0.388317423491516,2.09905122664305
"16",0.726516849623346,-0.313193701845385,-1.20884627788503,0.317608244667912,-1.15766877018012,-0.452884257372438,0.558875307010226,-0.484448164336396,-0.721154659416972,-0.615099902746071,-0.611070836177291,1.46097638925622,-0.026333583102285,-1.10848786379821,0.8504109585586,0.258506908367605,0.860994743749823,0.287256565457892,-0.111055768825342,0.163863626265411,-0.562171910809524,1.65459159624091,1.65608984679643,0.471026177052956,1.43803657705418
"17",0.0550355392754742,-0.785995603476821,-1.06235882662788,-0.445480012184448,-0.907206281825552,-0.738911637959786,-0.102610954155178,-0.625440785836511,-0.979580601618522,-0.646031942637043,-0.443473604499747,0.289755175640376,-0.374838722496361,-0.709466739138292,0.221266167623404,-0.0946340564974797,-0.121696427453488,-0.171525137360184,-0.416185358661006,-0.142542764916521,-0.450278366994957,0.518813337694445,0.560462579311651,0.19735662705639,0.350174034427525
"18",-0.0865834270578709,-0.618770480011576,-1.37171016489902,-0.103385182880794,-0.731035028688106,-0.0846289921832053,0.0263004026976398,-0.418243684397978,-0.8535252908122,-0.55670667289814,-0.885782290657038,0.19873534305265,-1.28344701847743,-0.849096653122952,0.318467826009656,0.114365376253416,-0.413368676083827,0.218249487387417,-0.411062101469611,-0.080250962495754,-0.702688552705883,0.829309599157527,0.846010680131332,0.366086314618329,0.260575531731764
"19",-1.35861985482344,-0.9681753257353,-1.34709652190596,-1.4155428921274,-1.28051730245734,-1.43837146673737,-1.11189775336119,-0.592876021273811,-1.21247256059793,-0.929194357450381,-1.46554632311479,-0.823265653748102,-1.44704427370639,-1.59373678900382,-1.06897820995605,-1.31245286508065,-1.22311066847663,-0.572062378955471,-1.3328800564648,-1.45815651021152,-1.39363655032827,-0.253675194893523,-0.223878498004027,-0.359748018877453,-0.677583933127341
"20",1.7055895307697,0.182819194102054,0.123631050020816,1.61428382267374,-0.281324551962257,0.383629689139344,1.72506893305665,-0.275437332538786,0.0471625444880118,-0.103640697008826,1.11487704911343,1.93612719460154,1.66610490873625,0.155445426264539,1.86568213784311,1.17147274422837,1.68778834452462,0.306762478917747,1.14466684578775,1.15120014533406,0.543054005086943,1.91159540404634,1.872080681946,0.203984407841729,1.84199693177891
"21",0.358080786752426,-0.643563582198566,-1.07078499273495,0.029286511091677,-1.19413113796963,-1.04116217202605,0.433673936279027,-0.674139113778159,-0.890110410030898,-0.576920553585005,-0.806063313064854,1.23863657883167,0.105985877902007,-1.17486647709847,0.675881374814718,-0.116747335720909,0.735650464596529,0.106133031448814,-0.417290374918656,-0.212864369993389,-0.525835716305451,1.32151666597475,1.4066194288667,0.148321992949162,1.28174798324314
